step,event,throughput,memory_monolithic,memory_paged,memory_paged_compressed,fragmentation_monolithic,fragmentation_paged,fragmentation_paged_compressed
258,"{'op': 'alloc', 'id': 225, 'size': 20}",20,2330,4096,2064.0,0.0,0.0,0.296875
259,"{'op': 'alloc', 'id': 226, 'size': 32}",32,2362,4096,2096.0,0.0,0.0,0.2890625
260,"{'op': 'alloc', 'id': 227, 'size': 28}",28,2390,4096,2128.0,0.0,0.0,0.28125
261,"{'op': 'alloc', 'id': 228, 'size': 24}",24,2414,4096,2160.0,0.0,0.0,0.2734375
262,"{'op': 'alloc', 'id': 229, 'size': 5}",5,2419,4096,2192.0,0.0,0.0,0.265625
263,"{'op': 'alloc', 'id': 230, 'size': 13}",13,2432,4096,2224.0,0.0,0.0,0.2578125
264,"{'op': 'alloc', 'id': 231, 'size': 12}",12,2444,4096,2256.0,0.0,0.0,0.25
265,"{'op': 'alloc', 'id': 232, 'size': 31}",31,2475,4096,2288.0,0.0,0.0,0.2421875
266,"{'op': 'alloc', 'id': 233, 'size': 26}",26,2501,4096,2320.0,0.0,0.0,0.234375
267,"{'op': 'alloc', 'id': 234, 'size': 24}",24,2525,4096,2352.0,0.0,0.0,0.2265625
268,"{'op': 'alloc', 'id': 235, 'size': 1}",1,2526,4096,2384.0,0.0,0.0,0.21875
269,"{'op': 'alloc', 'id': 236, 'size': 18}",18,2544,4096,2416.0,0.0,0.0,0.2109375
270,"{'op': 'alloc', 'id': 237, 'size': 17}",17,2561,4096,2448.0,0.0,0.0,0.203125
271,"{'op': 'free', 'id': 203}",0,2558,4064,2416.0,0.0,0.0078125,0.2109375
272,"{'op': 'alloc', 'id': 239, 'size': 15}",15,2573,4096,2448.0,0.0,0.0,0.203125
273,"{'op': 'free', 'id': 230}",0,2560,4096,2416.0,0.0,0.0,0.2109375
274,"{'op': 'alloc', 'id': 241, 'size': 14}",14,2574,4096,2448.0,0.0,0.0,0.203125
275,"{'op': 'free', 'id': 202}",0,2563,4064,2416.0,0.0,0.0078125,0.2109375
276,"{'op': 'alloc', 'id': 243, 'size': 26}",26,2589,4096,2448.0,0.0,0.0,0.203125
277,"{'op': 'free', 'id': 225}",0,2569,4096,2416.0,0.0,0.0,0.2109375
278,"{'op': 'free', 'id': 217}",0,2546,4096,2384.0,0.0,0.0,0.21875
279,"{'op': 'alloc', 'id': 245, 'size': 26}",26,2572,4096,2416.0,0.0,0.0,0.2109375
280,"{'op': 'alloc', 'id': 246, 'size': 2}",2,2574,4096,2448.0,0.0,0.0,0.203125
281,"{'op': 'alloc', 'id': 247, 'size': 27}",27,2601,4096,2480.0,0.0,0.0,0.1953125
282,"{'op': 'alloc', 'id': 248, 'size': 12}",12,2613,4096,2512.0,0.0,0.0,0.1875
283,"{'op': 'free', 'id': 240}",0,2613,4096,2512.0,0.0,0.0,0.1875
284,"{'op': 'free', 'id': 221}",0,2599,4096,2480.0,0.0,0.0,0.1953125
285,"{'op': 'free', 'id': 209}",0,2599,4096,2480.0,0.0,0.0,0.1953125
286,"{'op': 'alloc', 'id': 252, 'size': 30}",30,2629,4096,2512.0,0.0,0.0,0.1875
287,"{'op': 'alloc', 'id': 253, 'size': 21}",21,2650,4096,2544.0,0.0,0.0,0.1796875
288,"{'op': 'alloc', 'id': 254, 'size': 2}",2,2652,4096,2576.0,0.0,0.0,0.171875
289,"{'op': 'free', 'id': 216}",0,2650,4096,2544.0,0.0,0.0,0.1796875
290,"{'op': 'free', 'id': 251}",0,2650,4096,2544.0,0.0,0.0,0.1796875
291,"{'op': 'alloc', 'id': 256, 'size': 1}",1,2651,4096,2576.0,0.0,0.0,0.171875
292,"{'op': 'alloc', 'id': 257, 'size': 19}",19,2670,4096,2608.0,0.0,0.0,0.1640625
293,"{'op': 'alloc', 'id': 258, 'size': 31}",31,2701,4096,2640.0,0.0,0.0,0.15625
294,"{'op': 'alloc', 'id': 259, 'size': 1}",1,2702,4096,2672.0,0.0,0.0,0.1484375
295,"{'op': 'free', 'id': 236}",0,2684,4096,2640.0,0.0,0.0,0.15625
296,"{'op': 'alloc', 'id': 261, 'size': 25}",25,2709,4096,2672.0,0.0,0.0,0.1484375
297,"{'op': 'alloc', 'id': 262, 'size': 12}",12,2721,4096,2704.0,0.0,0.0,0.140625
298,"{'op': 'free', 'id': 229}",0,2716,4096,2672.0,0.0,0.0,0.1484375
299,"{'op': 'alloc', 'id': 263, 'size': 14}",14,2730,4096,2704.0,0.0,0.0,0.140625
300,"{'op': 'alloc', 'id': 264, 'size': 10}",10,2740,4096,2736.0,0.0,0.0,0.1328125
301,"{'op': 'alloc', 'id': 265, 'size': 5}",5,2745,4096,2768.0,0.0,0.0,0.125
302,"{'op': 'alloc', 'id': 266, 'size': 30}",30,2775,4096,2800.0,0.0,0.0,0.1171875
303,"{'op': 'alloc', 'id': 267, 'size': 26}",26,2801,4096,2832.0,0.0,0.0,0.109375
304,"{'op': 'free', 'id': 254}",0,2799,4096,2800.0,0.0,0.0,0.1171875
305,"{'op': 'alloc', 'id': 268, 'size': 6}",6,2805,4096,2832.0,0.0,0.0,0.109375
306,"{'op': 'alloc', 'id': 269, 'size': 32}",32,2837,4096,2864.0,0.0,0.0,0.1015625
307,"{'op': 'alloc', 'id': 270, 'size': 31}",31,2868,4096,2896.0,0.0,0.0,0.09375
308,"{'op': 'alloc', 'id': 271, 'size': 4}",4,2872,4096,2928.0,0.0,0.0,0.0859375
309,"{'op': 'alloc', 'id': 272, 'size': 6}",6,2878,4096,2960.0,0.0,0.0,0.078125
310,"{'op': 'alloc', 'id': 273, 'size': 28}",28,2906,4096,2992.0,0.0,0.0,0.0703125
311,"{'op': 'alloc', 'id': 274, 'size': 11}",11,2917,4096,3024.0,0.0,0.0,0.0625
312,"{'op': 'free', 'id': 262}",0,2905,4096,2992.0,0.0,0.0,0.0703125
313,"{'op': 'alloc', 'id': 276, 'size': 2}",2,2907,4096,3024.0,0.0,0.0,0.0625
314,"{'op': 'alloc', 'id': 277, 'size': 2}",2,2909,4096,3056.0,0.0,0.0,0.0546875
315,"{'op': 'alloc', 'id': 278, 'size': 32}",32,2941,4096,3088.0,0.0,0.0,0.046875
316,"{'op': 'alloc', 'id': 279, 'size': 26}",26,2967,4096,3120.0,0.0,0.0,0.0390625
317,"{'op': 'alloc', 'id': 280, 'size': 31}",31,2998,4096,3152.0,0.0,0.0,0.03125
318,"{'op': 'alloc', 'id': 281, 'size': 6}",6,3004,4096,3184.0,0.0,0.0,0.0234375
319,"{'op': 'alloc', 'id': 282, 'size': 11}",11,3015,4096,3216.0,0.0,0.0,0.015625
320,"{'op': 'alloc', 'id': 283, 'size': 32}",32,3047,4096,3248.0,0.0,0.0,0.0078125
321,"{'op': 'alloc', 'id': 284, 'size': 4}",4,3051,4096,1456.0,0.0,0.0,0.296875
322,"{'op': 'free', 'id': 267}",0,3025,4096,1424.0,0.0,0.0,0.3046875
323,"{'op': 'alloc', 'id': 286, 'size': 25}",25,3050,4096,1456.0,0.0,0.0,0.296875
324,"{'op': 'alloc', 'id': 287, 'size': 28}",28,3078,4096,1488.0,0.0,0.0,0.2890625
325,"{'op': 'alloc', 'id': 288, 'size': 27}",27,3105,4096,1520.0,0.0,0.0,0.28125
326,"{'op': 'alloc', 'id': 289, 'size': 14}",14,3119,4096,1552.0,0.0,0.0,0.2734375
327,"{'op': 'alloc', 'id': 290, 'size': 8}",8,3127,4096,1584.0,0.0,0.0,0.265625
328,"{'op': 'alloc', 'id': 291, 'size': 17}",17,3144,4096,1616.0,0.0,0.0,0.2578125
329,"{'op': 'alloc', 'id': 292, 'size': 10}",10,3154,4096,1648.0,0.0,0.0,0.25
330,"{'op': 'alloc', 'id': 293, 'size': 10}",10,3164,4096,1680.0,0.0,0.0,0.2421875
331,"{'op': 'alloc', 'id': 294, 'size': 20}",20,3184,4096,1712.0,0.0,0.0,0.234375
332,"{'op': 'alloc', 'id': 295, 'size': 23}",23,3207,4096,1744.0,0.0,0.0,0.2265625
333,"{'op': 'free', 'id': 277}",0,3205,4096,1712.0,0.0,0.0,0.234375
334,"{'op': 'alloc', 'id': 297, 'size': 24}",24,3229,4096,1744.0,0.0,0.0,0.2265625
335,"{'op': 'alloc', 'id': 298, 'size': 20}",20,3249,4096,1776.0,0.0,0.0,0.21875
336,"{'op': 'alloc', 'id': 299, 'size': 17}",17,3266,4096,1808.0,0.0,0.0,0.2109375
337,"{'op': 'free', 'id': 294}",0,3246,4096,1776.0,0.0,0.0,0.21875
338,"{'op': 'alloc', 'id': 301, 'size': 21}",21,3267,4096,1808.0,0.0,0.0,0.2109375
339,"{'op': 'alloc', 'id': 302, 'size': 4}",4,3271,4096,1840.0,0.0,0.0,0.203125
340,"{'op': 'alloc', 'id': 303, 'size': 12}",12,3283,4096,1872.0,0.0,0.0,0.1953125
341,"{'op': 'alloc', 'id': 304, 'size': 9}",9,3292,4096,1904.0,0.0,0.0,0.1875
342,"{'op': 'alloc', 'id': 305, 'size': 32}",32,3324,4096,1936.0,0.0,0.0,0.1796875
343,"{'op': 'alloc', 'id': 306, 'size': 5}",5,3329,4096,1968.0,0.0,0.0,0.171875
344,"{'op': 'alloc', 'id': 307, 'size': 26}",26,3355,4096,2000.0,0.0,0.0,0.1640625
345,"{'op': 'alloc', 'id': 308, 'size': 1}",1,3356,4096,2032.0,0.0,0.0,0.15625
346,"{'op': 'free', 'id': 274}",0,3345,4096,2000.0,0.0,0.0,0.1640625
347,"{'op': 'alloc', 'id': 309, 'size': 29}",29,3374,4096,2032.0,0.0,0.0,0.15625
348,"{'op': 'free', 'id': 288}",0,3347,4096,2000.0,0.0,0.0,0.1640625
349,"{'op': 'alloc', 'id': 311, 'size': 5}",5,3352,4096,2032.0,0.0,0.0,0.15625
350,"{'op': 'alloc', 'id': 312, 'size': 8}",8,3360,4096,2064.0,0.0,0.0,0.1484375
351,"{'op': 'free', 'id': 280}",0,3329,4096,2032.0,0.0,0.0,0.15625
352,"{'op': 'alloc', 'id': 314, 'size': 25}",25,3354,4096,2064.0,0.0,0.0,0.1484375
353,"{'op': 'alloc', 'id': 315, 'size': 28}",28,3382,4096,2096.0,0.0,0.0,0.140625
354,"{'op': 'alloc', 'id': 316, 'size': 25}",25,3407,4096,2128.0,0.0,0.0,0.1328125
355,"{'op': 'alloc', 'id': 317, 'size': 22}",22,3429,4096,2160.0,0.0,0.0,0.125
356,"{'op': 'alloc', 'id': 318, 'size': 10}",10,3439,4096,2192.0,0.0,0.0,0.1171875
357,"{'op': 'alloc', 'id': 319, 'size': 2}",2,3441,4096,2224.0,0.0,0.0,0.109375
358,"{'op': 'free', 'id': 292}",0,3431,4096,2192.0,0.0,0.0,0.1171875
359,"{'op': 'alloc', 'id': 321, 'size': 26}",26,3457,4096,2224.0,0.0,0.0,0.109375
360,"{'op': 'free', 'id': 279}",0,3431,4096,2192.0,0.0,0.0,0.1171875
361,"{'op': 'alloc', 'id': 323, 'size': 17}",17,3448,4096,2224.0,0.0,0.0,0.109375
362,"{'op': 'alloc', 'id': 324, 'size': 18}",18,3466,4096,2256.0,0.0,0.0,0.1015625
363,"{'op': 'free', 'id': 317}",0,3444,4096,2224.0,0.0,0.0,0.109375
364,"{'op': 'alloc', 'id': 326, 'size': 26}",26,3470,4096,2256.0,0.0,0.0,0.1015625
365,"{'op': 'alloc', 'id': 327, 'size': 16}",16,3486,4096,2288.0,0.0,0.0,0.09375
366,"{'op': 'alloc', 'id': 328, 'size': 28}",28,3514,4096,2320.0,0.0,0.0,0.0859375
367,"{'op': 'free', 'id': 291}",0,3497,4096,2288.0,0.0,0.0,0.09375
368,"{'op': 'alloc', 'id': 329, 'size': 6}",6,3503,4096,2320.0,0.0,0.0,0.0859375
369,"{'op': 'alloc', 'id': 330, 'size': 17}",17,3520,4096,2352.0,0.0,0.0,0.078125
370,"{'op': 'alloc', 'id': 331, 'size': 8}",8,3528,4096,2384.0,0.0,0.0,0.0703125
371,"{'op': 'alloc', 'id': 332, 'size': 2}",2,3530,4096,2416.0,0.0,0.0,0.0625
372,"{'op': 'alloc', 'id': 333, 'size': 17}",17,3547,4096,2448.0,0.0,0.0,0.0546875
373,"{'op': 'alloc', 'id': 334, 'size': 24}",24,3571,4096,2480.0,0.0,0.0,0.046875
374,"{'op': 'alloc', 'id': 335, 'size': 32}",32,3603,4096,2512.0,0.0,0.0,0.0390625
375,"{'op': 'free', 'id': 305}",0,3571,4096,2480.0,0.0,0.0,0.046875
376,"{'op': 'alloc', 'id': 337, 'size': 1}",1,3572,4096,2512.0,0.0,0.0,0.0390625
377,"{'op': 'alloc', 'id': 338, 'size': 32}",32,3604,4096,2544.0,0.0,0.0,0.03125
378,"{'op': 'alloc', 'id': 339, 'size': 27}",27,3631,4096,2576.0,0.0,0.0,0.0234375
379,"{'op': 'alloc', 'id': 340, 'size': 6}",6,3637,4096,2608.0,0.0,0.0,0.015625
380,"{'op': 'alloc', 'id': 341, 'size': 7}",7,3644,4096,2640.0,0.0,0.0,0.0078125
381,"{'op': 'alloc', 'id': 342, 'size': 5}",5,3649,4096,2672.0,0.0,0.0,0.0
382,"{'op': 'alloc', 'id': 343, 'size': 25}",25,3674,4096,2656.0,0.0,0.0,0.0
383,"{'op': 'alloc', 'id': 344, 'size': 32}",32,3706,4096,2640.0,0.0,0.0,0.0
384,"{'op': 'alloc', 'id': 345, 'size': 14}",14,3720,4096,2624.0,0.0,0.0,0.0
385,"{'op': 'free', 'id': 319}",0,3718,4096,2592.0,0.0,0.0,0.0078125
386,"{'op': 'alloc', 'id': 347, 'size': 22}",22,3740,4096,2624.0,0.0,0.0,0.0
387,"{'op': 'free', 'id': 311}",0,3735,4096,2592.0,0.0,0.0,0.0078125
388,"{'op': 'alloc', 'id': 349, 'size': 6}",6,3741,4096,2624.0,0.0,0.0,0.0
389,"{'op': 'free', 'id': 318}",0,3731,4096,2592.0,0.0,0.0,0.0078125
390,"{'op': 'alloc', 'id': 350, 'size': 24}",24,3755,4096,2624.0,0.0,0.0,0.0
391,"{'op': 'alloc', 'id': 351, 'size': 31}",31,3786,4096,2608.0,0.0,0.0,0.0
392,"{'op': 'alloc', 'id': 352, 'size': 1}",1,3787,4096,2592.0,0.0,0.0,0.0
393,"{'op': 'alloc', 'id': 353, 'size': 18}",18,3805,4096,2576.0,0.0,0.0,0.0
394,"{'op': 'alloc', 'id': 354, 'size': 16}",16,3821,4096,2560.0,0.0,0.0,0.0
395,"{'op': 'alloc', 'id': 355, 'size': 1}",1,3822,4096,2544.0,0.0,0.0,0.0
396,"{'op': 'free', 'id': 330}",0,3805,4096,2512.0,0.0,0.0,0.0078125
397,"{'op': 'alloc', 'id': 356, 'size': 9}",9,3814,4096,2544.0,0.0,0.0,0.0
398,"{'op': 'alloc', 'id': 357, 'size': 16}",16,3830,4096,2528.0,0.0,0.0,0.0
399,"{'op': 'free', 'id': 349}",0,3824,4096,2496.0,0.0,0.0,0.0078125
400,"{'op': 'alloc', 'id': 358, 'size': 12}",12,3836,4096,2528.0,0.0,0.0,0.0
401,"{'op': 'alloc', 'id': 359, 'size': 16}",16,3852,4096,2512.0,0.0,0.0,0.0
402,"{'op': 'free', 'id': 321}",0,3826,4096,2480.0,0.0,0.0,0.0078125
403,"{'op': 'alloc', 'id': 360, 'size': 6}",6,3832,4096,2512.0,0.0,0.0,0.0
404,"{'op': 'alloc', 'id': 361, 'size': 31}",31,3863,4096,2496.0,0.0,0.0,0.0
405,"{'op': 'free', 'id': 329}",0,3857,4096,2464.0,0.0,0.0,0.0078125
406,"{'op': 'alloc', 'id': 363, 'size': 31}",31,3888,4096,2496.0,0.0,0.0,0.0
407,"{'op': 'free', 'id': 344}",0,3856,4096,2464.0,0.0,0.0,0.0078125
408,"{'op': 'alloc', 'id': 365, 'size': 29}",29,3885,4096,2496.0,0.0,0.0,0.0
409,"{'op': 'free', 'id': 356}",0,3876,4096,2464.0,0.0,0.0,0.0078125
410,"{'op': 'alloc', 'id': 366, 'size': 8}",8,3884,4096,2496.0,0.0,0.0,0.0
411,"{'op': 'alloc', 'id': 367, 'size': 11}",11,3895,4096,2480.0,0.0,0.0,0.0
412,"{'op': 'alloc', 'id': 368, 'size': 19}",19,3914,4096,2464.0,0.0,0.0,0.0
413,"{'op': 'alloc', 'id': 369, 'size': 4}",4,3918,4096,2448.0,0.0,0.0,0.0
414,"{'op': 'alloc', 'id': 370, 'size': 10}",10,3928,4096,2432.0,0.0,0.0,0.0
415,"{'op': 'alloc', 'id': 371, 'size': 14}",14,3942,4096,2416.0,0.0,0.0,0.0
416,"{'op': 'free', 'id': 333}",0,3925,4096,2384.0,0.0,0.0,0.0078125
417,"{'op': 'free', 'id': 336}",0,3925,4096,2384.0,0.0,0.0,0.0078125
418,"{'op': 'alloc', 'id': 373, 'size': 18}",18,3943,4096,2416.0,0.0,0.0,0.0
419,"{'op': 'alloc', 'id': 374, 'size': 9}",9,3952,4096,2400.0,0.0,0.0,0.0
420,"{'op': 'alloc', 'id': 375, 'size': 16}",16,3968,4096,2384.0,0.0,0.0,0.0
421,"{'op': 'free', 'id': 337}",0,3967,4096,2352.0,0.0,0.0,0.0078125
422,"{'op': 'alloc', 'id': 376, 'size': 19}",19,3986,4096,2384.0,0.0,0.0,0.0
423,"{'op': 'free', 'id': 359}",0,3970,4096,2352.0,0.0,0.0,0.0078125
424,"{'op': 'alloc', 'id': 378, 'size': 10}",10,3980,4096,2384.0,0.0,0.0,0.0
425,"{'op': 'alloc', 'id': 379, 'size': 2}",2,3982,4096,2368.0,0.0,0.0,0.0
426,"{'op': 'alloc', 'id': 380, 'size': 25}",25,4007,4096,2352.0,0.0,0.0,0.0
427,"{'op': 'alloc', 'id': 381, 'size': 20}",20,4027,4096,2336.0,0.0,0.0,0.0
428,"{'op': 'alloc', 'id': 382, 'size': 26}",26,4053,4096,2320.0,0.0,0.0,0.0
429,"{'op': 'alloc', 'id': 383, 'size': 21}",21,4074,4096,2304.0,0.0,0.0,0.0
430,"{'op': 'alloc', 'id': 384, 'size': 16}",16,4090,4096,2288.0,0.0,0.0,0.0
431,"{'op': 'alloc', 'id': 385, 'size': 17}",17,4090,4096,2272.0,0.0,0.0,0.0
432,"{'op': 'alloc', 'id': 386, 'size': 31}",31,4090,4096,2256.0,0.0,0.0,0.0
433,"{'op': 'alloc', 'id': 387, 'size': 2}",2,4092,4096,2240.0,0.0,0.0,0.0
434,"{'op': 'alloc', 'id': 388, 'size': 12}",12,4092,4096,2224.0,0.0,0.0,0.0
435,"{'op': 'alloc', 'id': 389, 'size': 24}",24,4092,4096,2208.0,0.0,0.0,0.0
436,"{'op': 'alloc', 'id': 390, 'size': 10}",10,4092,4096,2192.0,0.0,0.0,0.0
437,"{'op': 'alloc', 'id': 391, 'size': 11}",11,4092,4096,2176.0,0.0,0.0,0.0
438,"{'op': 'alloc', 'id': 392, 'size': 22}",22,4092,4096,2160.0,0.0,0.0,0.0
439,"{'op': 'free', 'id': 374}",0,4083,4096,2128.0,0.0,0.0,0.0078125
440,"{'op': 'alloc', 'id': 393, 'size': 32}",32,4083,4096,2160.0,0.0,0.0,0.0
441,"{'op': 'alloc', 'id': 394, 'size': 20}",20,4083,4096,2144.0,0.0,0.0,0.0
442,"{'op': 'alloc', 'id': 395, 'size': 1}",1,4084,4096,2128.0,0.0,0.0,0.0
443,"{'op': 'alloc', 'id': 396, 'size': 15}",15,4084,4096,2112.0,0.0,0.0,0.0
444,"{'op': 'free', 'id': 362}",0,4084,4096,2112.0,0.0,0.0,0.0
445,"{'op': 'alloc', 'id': 397, 'size': 25}",25,4084,4096,2096.0,0.0,0.0,0.0
446,"{'op': 'free', 'id': 358}",0,4072,4096,2064.0,0.0,0.0,0.0078125
447,"{'op': 'free', 'id': 383}",0,4051,4096,2032.0,0.0,0.0,0.015625
448,"{'op': 'alloc', 'id': 398, 'size': 24}",24,4075,4096,2064.0,0.0,0.0,0.0078125
449,"{'op': 'free', 'id': 381}",0,4055,4096,2032.0,0.0,0.0,0.015625
450,"{'op': 'alloc', 'id': 400, 'size': 4}",4,4059,4096,2064.0,0.0,0.0,0.0078125
451,"{'op': 'alloc', 'id': 401, 'size': 31}",31,4090,4096,2096.0,0.0,0.0,0.0
452,"{'op': 'alloc', 'id': 402, 'size': 24}",24,4090,4096,2080.0,0.0,0.0,0.0
453,"{'op': 'alloc', 'id': 403, 'size': 20}",20,4090,4096,2064.0,0.0,0.0,0.0
454,"{'op': 'alloc', 'id': 404, 'size': 11}",11,4090,4096,2048.0,0.0,0.0,0.0
455,"{'op': 'free', 'id': 376}",0,4071,4096,2032.0,0.0,0.0,0.0078125
456,"{'op': 'alloc', 'id': 405, 'size': 27}",27,4071,4096,2064.0,0.0,0.0,0.0
457,"{'op': 'alloc', 'id': 406, 'size': 2}",2,4073,4096,2048.0,0.0,0.0,0.0
458,"{'op': 'alloc', 'id': 407, 'size': 32}",32,4073,4096,2048.0,0.0,0.0,0.0
459,"{'op': 'alloc', 'id': 408, 'size': 3}",3,4076,4096,2048.0,0.0,0.0,0.0
460,"{'op': 'alloc', 'id': 409, 'size': 7}",7,4083,4096,2048.0,0.0,0.0,0.0
461,"{'op': 'alloc', 'id': 410, 'size': 4}",4,4087,4096,2048.0,0.0,0.0,0.0
462,"{'op': 'free', 'id': 384}",0,4071,4096,2032.0,0.0,0.0,0.0078125
463,"{'op': 'alloc', 'id': 411, 'size': 24}",24,4095,4096,2064.0,0.0,0.0,0.0
464,"{'op': 'free', 'id': 375}",0,4079,4096,2032.0,0.0,0.0,0.0078125
465,"{'op': 'alloc', 'id': 412, 'size': 11}",11,4090,4096,2064.0,0.0,0.0,0.0
466,"{'op': 'alloc', 'id': 413, 'size': 14}",14,4090,4096,2048.0,0.0,0.0,0.0
467,"{'op': 'alloc', 'id': 414, 'size': 19}",19,4090,4096,2048.0,0.0,0.0,0.0
468,"{'op': 'alloc', 'id': 415, 'size': 3}",3,4093,4096,2048.0,0.0,0.0,0.0
469,"{'op': 'alloc', 'id': 416, 'size': 13}",13,4093,4096,2048.0,0.0,0.0,0.0
470,"{'op': 'alloc', 'id': 417, 'size': 23}",23,4093,4096,2048.0,0.0,0.0,0.0
471,"{'op': 'alloc', 'id': 418, 'size': 32}",32,4093,4096,2048.0,0.0,0.0,0.0
472,"{'op': 'free', 'id': 401}",0,4062,4096,2032.0,0.0,0.0,0.0078125
473,"{'op': 'free', 'id': 391}",0,4062,4096,2016.0,0.0,0.0,0.015625
474,"{'op': 'alloc', 'id': 420, 'size': 10}",10,4072,4096,2048.0,0.0,0.0,0.0078125
475,"{'op': 'free', 'id': 388}",0,4072,4096,2016.0,0.0,0.0,0.015625
476,"{'op': 'alloc', 'id': 421, 'size': 14}",14,4086,4096,2048.0,0.0,0.0,0.0078125
477,"{'op': 'alloc', 'id': 422, 'size': 8}",8,4094,4096,2080.0,0.0,0.0,0.0
478,"{'op': 'alloc', 'id': 423, 'size': 23}",23,4094,4096,2064.0,0.0,0.0,0.0
479,"{'op': 'alloc', 'id': 424, 'size': 9}",9,4094,4096,2048.0,0.0,0.0,0.0
480,"{'op': 'alloc', 'id': 425, 'size': 12}",12,4094,4096,2048.0,0.0,0.0,0.0
481,"{'op': 'alloc', 'id': 426, 'size': 12}",12,4094,4096,2048.0,0.0,0.0,0.0
482,"{'op': 'alloc', 'id': 427, 'size': 13}",13,4094,4096,2048.0,0.0,0.0,0.0
483,"{'op': 'alloc', 'id': 428, 'size': 10}",10,4094,4096,2048.0,0.0,0.0,0.0
484,"{'op': 'alloc', 'id': 429, 'size': 16}",16,4094,4096,2048.0,0.0,0.0,0.0
485,"{'op': 'alloc', 'id': 430, 'size': 29}",29,4094,4096,2048.0,0.0,0.0,0.0
486,"{'op': 'alloc', 'id': 431, 'size': 9}",9,4094,4096,2048.0,0.0,0.0,0.0
487,"{'op': 'alloc', 'id': 432, 'size': 13}",13,4094,4096,2048.0,0.0,0.0,0.0
488,"{'op': 'alloc', 'id': 433, 'size': 5}",5,4094,4096,2048.0,0.0,0.0,0.0
489,"{'op': 'alloc', 'id': 434, 'size': 6}",6,4094,4096,2048.0,0.0,0.0,0.0
490,"{'op': 'free', 'id': 409}",0,4087,4096,2048.0,0.0,0.0,0.0
491,"{'op': 'alloc', 'id': 436, 'size': 24}",24,4087,4096,2048.0,0.0,0.0,0.0
492,"{'op': 'alloc', 'id': 437, 'size': 2}",2,4089,4096,2048.0,0.0,0.0,0.0
493,"{'op': 'free', 'id': 416}",0,4089,4096,2048.0,0.0,0.0,0.0
494,"{'op': 'alloc', 'id': 438, 'size': 16}",16,4089,4096,2048.0,0.0,0.0,0.0
495,"{'op': 'free', 'id': 406}",0,4087,4096,2048.0,0.0,0.0,0.0
496,"{'op': 'alloc', 'id': 439, 'size': 30}",30,4087,4096,2048.0,0.0,0.0,0.0
497,"{'op': 'alloc', 'id': 440, 'size': 4}",4,4091,4096,2048.0,0.0,0.0,0.0
498,"{'op': 'alloc', 'id': 441, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
499,"{'op': 'alloc', 'id': 442, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
500,"{'op': 'alloc', 'id': 443, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
501,"{'op': 'alloc', 'id': 444, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
502,"{'op': 'alloc', 'id': 445, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
503,"{'op': 'alloc', 'id': 446, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
504,"{'op': 'alloc', 'id': 447, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
505,"{'op': 'alloc', 'id': 448, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
506,"{'op': 'alloc', 'id': 449, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
507,"{'op': 'alloc', 'id': 450, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
508,"{'op': 'alloc', 'id': 451, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
509,"{'op': 'alloc', 'id': 452, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
510,"{'op': 'alloc', 'id': 453, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
511,"{'op': 'alloc', 'id': 454, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
512,"{'op': 'free', 'id': 449}",0,4096,4096,2048.0,0.0,0.0,0.0
513,"{'op': 'free', 'id': 448}",0,4096,4096,2048.0,0.0,0.0,0.0
514,"{'op': 'alloc', 'id': 456, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
515,"{'op': 'free', 'id': 446}",0,4096,4096,2048.0,0.0,0.0,0.0
516,"{'op': 'alloc', 'id': 457, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
517,"{'op': 'free', 'id': 421}",0,4082,4096,2032.0,0.0,0.0,0.0078125
518,"{'op': 'alloc', 'id': 458, 'size': 30}",30,4082,4096,2064.0,0.0,0.0,0.0
519,"{'op': 'alloc', 'id': 459, 'size': 32}",32,4082,4096,2048.0,0.0,0.0,0.0
520,"{'op': 'free', 'id': 432}",0,4082,4096,2048.0,0.0,0.0,0.0
521,"{'op': 'alloc', 'id': 461, 'size': 3}",3,4085,4096,2048.0,0.0,0.0,0.0
522,"{'op': 'alloc', 'id': 462, 'size': 16}",16,4085,4096,2048.0,0.0,0.0,0.0
523,"{'op': 'alloc', 'id': 463, 'size': 18}",18,4085,4096,2048.0,0.0,0.0,0.0
524,"{'op': 'alloc', 'id': 464, 'size': 9}",9,4094,4096,2048.0,0.0,0.0,0.0
525,"{'op': 'alloc', 'id': 465, 'size': 10}",10,4094,4096,2048.0,0.0,0.0,0.0
